,subj_idx,cue,difficulty,correct,rt,STh_R_A_cue,STh_R_B_cue,STh_R_C_cue
41,14,left,easy,1,811.0,1.82400827799,-0.948844633889,-2.40701612514
42,14,neutral,hard,1,978.0,-0.568478368123,-1.49993549241,-2.03615981715
43,14,neutral,hard,1,711.0,0.839536201429,1.17313587844,0.282700184719
44,14,neutral,hard,1,823.0,1.48600452269,0.98742832341,3.77205872776
45,14,right,hard,0,1358.0,3.12005455871,1.307454428,2.98487656194
46,14,neutral,easy,1,1074.0,3.49953647745,2.28055454146,2.51232424126
47,14,right,easy,0,1028.0,1.42575336956,1.09257539034,2.41799260222
48,14,neutral,easy,1,904.0,1.36471576925,-3.052574053,-2.88183744467
49,14,right,easy,1,789.0,-4.5336795954,-2.42433572794,-1.89579510556
50,14,neutral,hard,1,939.0,-1.74680169804,-3.2623093794,-3.77082654096
51,14,left,hard,1,1071.0,-0.0941507747349,-0.457529586366,1.42948414373
52,14,right,hard,1,976.0,1.236561685,-1.56881903517,-2.62710337986
53,14,left,hard,0,990.0,-1.5098182855,-3.17729983997,-2.75361899658
54,14,neutral,easy,1,911.0,-2.98993674985,-2.2959278556,-3.01877391938
55,14,neutral,easy,1,1143.0,0.49394417362,0.336593935359,2.4274521973
56,14,right,hard,1,907.0,-2.24622295514,-1.99580767154,-2.02052605726
57,14,right,hard,1,1061.0,-1.47596913787,-1.96126210035,-0.70794580713
58,14,left,hard,0,892.0,3.63053213007,-0.250869707267,0.354676416237
59,14,neutral,hard,1,992.0,-0.515464313764,0.410295636535,-2.05092263157
60,14,neutral,easy,1,725.0,3.05650169784,1.3291879412,1.95898110803
61,14,neutral,easy,1,854.0,3.11918889543,0.178685852054,3.12215684811
62,14,left,easy,1,1091.0,3.16669186566,0.795835943986,1.31430494638
63,14,right,easy,1,959.0,-0.254938545798,-0.0881092119266,2.16646099864
64,14,neutral,easy,1,909.0,-0.488348788528,-0.489037348557,0.0160895570226
65,14,right,hard,1,720.0,1.6574498051,0.671371997234,-1.00179833358
66,14,right,hard,1,1227.0,-0.0791842896067,-0.258206082125,-1.98539511827
67,14,right,easy,1,572.0,3.45598923197,-0.864479869284,0.585072642147
68,14,right,hard,0,,2.95291783915,0.476080362424,0.13588742736
69,14,right,easy,1,789.0,0.513351604458,-2.08041350667,-1.53013371994
70,14,left,hard,1,1028.0,-0.344354302622,-0.206981636391,3.3722625658
71,14,left,easy,1,804.0,0.496185202324,0.173443771294,0.592721772228
72,14,left,easy,1,725.0,1.87568888035,-0.17226041616,0.31810393807
73,14,left,hard,1,1105.0,0.252459084485,-0.644141129421,-1.51833062948
74,14,neutral,hard,1,673.0,-0.839842417183,0.249707627225,0.972368807425
75,14,neutral,hard,1,959.0,0.987556066279,-0.113042590131,-1.60984981737
76,14,left,easy,1,908.0,-1.67422297259,-0.775850306737,0.211358549208
77,14,right,easy,1,908.0,-1.32135950129,-0.391258358126,-0.99357476771
78,14,neutral,hard,1,976.0,1.44896935083,-0.709680092357,-0.666472888853
79,14,neutral,easy,1,1112.0,-1.86419884346,-1.25613837609,-2.25914838381
80,14,left,hard,0,,1.41512496935,0.0950120925217,0.749287942458
81,14,left,hard,1,608.0,-0.567312672779,-3.12058212291,-0.650211899663
82,14,neutral,hard,1,1160.0,0.173021259913,-1.20756829172,-0.403690706222
83,14,left,easy,1,825.0,-0.568633395303,-1.25782080336,-0.525715158553
84,14,right,easy,1,608.0,1.04414652568,-0.628134361499,1.89891295022
85,14,left,hard,0,954.0,0.63675581798,1.38783930204,4.90682672426
86,14,neutral,easy,1,927.0,-0.307800736272,-0.0349874929606,1.08331448936
87,14,left,easy,1,1088.0,0.0445329575868,-2.05073235504,-1.50091643701
88,14,left,hard,1,911.0,-1.86592419408,0.878486379385,0.511816829137
89,14,neutral,easy,1,739.0,-0.812162830529,-1.84533056735,-0.961276624782
90,14,left,hard,1,677.0,-1.10058352885,-1.93209495613,-0.275299944318
91,14,left,hard,0,,0.564492512766,-1.87619961527,-3.84363592044
92,14,neutral,easy,1,692.0,5.59168076754,4.36629509342,4.67925982538
93,14,neutral,easy,1,1212.0,1.77557567379,-3.127241278,-3.43725787401
94,14,neutral,hard,1,627.0,-1.04342382424,-1.0264823153,-0.0679684757963
95,14,neutral,hard,0,1091.0,-0.632025564785,-0.70750725324,-0.842993619824
96,14,left,hard,0,959.0,-0.357662738249,1.07207756842,1.19351958494
97,14,neutral,easy,0,804.0,-3.44994580391,-2.09676112603,-5.29007094155
98,14,right,hard,0,1245.0,-2.79556630547,-1.6234820161,-3.40315784145
99,14,left,hard,1,627.0,1.05916810298,1.49362684494,2.05881459159
100,14,left,easy,1,911.0,-0.584710896532,2.7559318373,1.19571554764
101,14,neutral,hard,1,907.0,-1.73811709613,1.50074450751,-0.25200780526
102,14,neutral,easy,1,677.0,-3.14964361508,1.61773214004,1.62556805197
103,14,right,easy,0,956.0,-0.0938237439772,1.10327785195,-1.00021247378
104,14,neutral,hard,1,856.0,0.366362858954,-0.794725507595,-1.52860149864
105,14,left,easy,1,1172.0,-2.37263621401,-2.6352172681,-1.30887098622
106,14,right,hard,1,944.0,-3.9939391104,-3.95454665813,-3.75733463078
107,14,right,hard,0,911.0,1.86315360681,-1.16428534212,-1.45938175368
108,14,neutral,hard,1,1043.0,-0.913401036884,-1.78380678594,-2.33925107236
109,14,left,easy,0,806.0,-0.52945105026,-3.77611969519,-0.524275309206
110,14,neutral,easy,1,1111.0,-0.261283032198,-0.8102544414,0.828434335518
111,14,neutral,hard,1,878.0,3.15787647602,1.76749806956,3.63781240034
112,14,neutral,easy,1,1141.0,1.29812120527,1.28744544766,1.53167637862
113,14,neutral,easy,1,721.0,1.01041258581,0.172598877715,0.67613788941
114,14,right,hard,0,904.0,0.865622181186,-2.20062732021,-0.173608036401
115,14,neutral,easy,1,954.0,1.83554222736,1.7615346021,2.62933563928
116,14,right,easy,1,1021.0,0.897708642981,1.92640114271,1.68819387303
117,14,neutral,hard,0,837.0,-0.0949541204054,0.737563734935,-0.247289432145
118,14,right,easy,1,754.0,-1.5995058412,-0.122112651895,-1.13793493623
119,14,neutral,easy,1,739.0,-1.67581147794,-0.937840313353,-1.79433675618
120,14,neutral,hard,0,720.0,0.002145460174,-1.1695624201,-3.52954102741
121,14,neutral,hard,1,907.0,-0.590729392619,-1.23420076335,0.0473285778876
122,14,right,easy,1,1506.0,1.20640170746,1.01759449459,1.55990482371
123,14,right,hard,1,670.0,-1.30380504929,-0.368571298184,-0.0104090066677
124,14,right,easy,0,971.0,-2.01847388119,0.828351644594,0.579171195314
125,14,left,easy,1,1088.0,-0.465252615925,-0.817721552656,-0.865176054159
126,14,right,hard,1,809.0,-1.41821170765,0.355347030753,-2.32485376847
127,14,neutral,easy,1,973.0,-0.318258792168,-1.05561849481,-0.784140343285
128,14,left,hard,0,826.0,-1.61025200802,-0.428764603298,-0.654633005827
129,14,neutral,hard,0,938.0,1.35649405901,2.68789076787,4.06162534735
130,14,neutral,easy,0,1128.0,-0.405194182629,-1.08115486032,0.984694131652
131,14,right,hard,0,861.0,-0.578293350869,-2.61301956726,-1.31764293927
132,14,left,hard,0,758.0,2.75960888275,1.08854153754,2.70436265159
133,14,neutral,easy,1,976.0,2.42047083182,3.77703721477,6.50782160564
134,14,neutral,hard,1,761.0,2.72550307541,1.83443622123,4.09062782665
135,14,left,hard,0,892.0,0.38695186444,1.77763816067,1.72464066106
136,14,left,hard,1,742.0,0.781171489336,0.685886783865,1.69186549243
137,14,left,hard,0,1107.0,0.734790901476,1.55925583977,0.47973028668
138,14,neutral,hard,1,1009.0,0.911797179355,0.843836074586,0.406007988479
139,14,right,easy,0,,-0.798269277106,1.29687762373,4.36724519111
140,14,right,easy,0,875.0,0.723184405026,1.67912409231,2.23111424058
141,14,neutral,hard,1,904.0,0.536790687955,0.323339293084,0.562540327401
142,14,neutral,hard,1,907.0,2.29909193701,0.794580560619,2.4635611331
143,14,neutral,hard,0,909.0,1.710876387,1.54246821064,2.55549173909
144,14,left,hard,1,1145.0,-0.543885408996,-3.13466864636,-3.16049480382
145,14,right,easy,1,1207.0,2.41130717027,-1.25809550218,-0.40492445635
146,14,neutral,easy,0,1021.0,2.28282874805,-1.59947102802,0.0276702406056
147,14,left,hard,1,859.0,-2.00770319046,-2.73309122549,-1.80644498489
148,14,neutral,hard,0,1276.0,-3.29683334973,-2.95241427587,-3.80417378432
149,14,left,easy,1,904.0,0.470956990399,1.54662695459,2.24230268532
150,14,left,easy,1,854.0,-1.00716885328,-1.50773033979,0.899678316552
151,14,left,easy,1,859.0,0.410332551929,0.455575871528,1.22978384259
152,14,neutral,hard,1,823.0,-0.926630396692,3.44859016149,1.44507626878
153,14,left,hard,0,689.0,-3.55092131873,1.78927702619,-0.680224362244
154,14,right,easy,1,744.0,-0.262208191148,1.4874074887,0.0291316790114
155,14,neutral,hard,0,854.0,-1.21153525649,-0.964614466447,0.353769860655
156,14,neutral,easy,1,689.0,-1.1881537164,-0.515382983585,-1.50709397549
157,14,neutral,easy,0,691.0,-1.0531899921,-2.63533507032,-2.46952385853
158,14,neutral,easy,1,728.0,1.10628717008,-1.45419128416,-1.28569064066
159,14,right,hard,1,1089.0,2.31599934597,0.753928580203,2.00189783872
160,14,right,easy,1,693.0,0.523483210821,-1.76171575591,-2.16854291276
161,14,right,hard,0,942.0,0.541359792308,-0.606738808592,0.127184528444
162,14,right,hard,0,1211.0,0.926101861892,1.56897597071,1.28689633143
163,14,right,easy,0,1044.0,-1.84888992821,1.62505541093,2.00091751199
164,14,right,easy,1,888.0,-1.48443884789,1.72276637483,1.75205490623
165,14,neutral,hard,1,811.0,2.09726888139,1.48573734743,1.4945147726
166,14,neutral,easy,0,1159.0,-1.78997701444,-2.47650850329,-1.97685433053
167,14,left,easy,0,994.0,-2.8989694064,-1.53829898633,-1.75850658579
168,14,right,easy,1,890.0,3.55655970963,0.205778305781,0.249159769452
169,14,neutral,easy,1,1090.0,4.21798780161,-0.175015218085,3.83627881183
170,14,neutral,hard,1,1105.0,2.89014496988,-1.89119554585,1.28299461415
171,14,right,hard,1,1143.0,-1.49300381979,1.32697033166,1.00514311159
172,14,left,easy,1,787.0,-2.61878565874,0.512303010404,-1.62847550868
173,14,right,hard,1,988.0,-0.211864976549,-1.03973016713,0.115421413243
174,14,left,easy,1,909.0,1.05693933204,0.437917356386,1.40293489132
175,14,neutral,easy,1,1195.0,2.59818048338,0.313551688694,3.80069515675
176,14,right,hard,0,894.0,2.0988846551,-1.11001332065,1.91412513502
177,14,left,hard,1,825.0,2.25120819619,-0.397868125746,0.189449980229
178,14,left,easy,1,911.0,1.72231468784,-0.40330570489,-0.807375839957
179,14,neutral,hard,0,777.0,-1.37308488003,1.67106046845,-0.483623646919
180,14,neutral,easy,1,770.0,-1.01028239602,4.02497663891,-0.201668122651
181,14,neutral,hard,0,804.0,-3.75881397486,0.49405941612,-2.75193267973
182,14,left,easy,1,944.0,-2.75944309204,-0.633139769517,-1.27862030929
183,14,right,hard,0,858.0,-0.718400633074,1.83559826029,2.18317667114
184,14,left,easy,1,938.0,0.596113544332,0.133281538503,0.192393125477
185,14,neutral,easy,1,978.0,-0.391147429359,-1.56675936259,-2.20751416042
186,14,neutral,easy,1,674.0,-1.63380242782,-1.16744467887,-0.263238054495
187,14,neutral,easy,0,923.0,-2.19055570989,-1.16641841131,-3.11476866232
188,14,right,easy,1,1090.0,-1.61007703609,-0.898108382721,-1.27048142418
189,14,neutral,easy,1,957.0,1.06695004567,3.1700803639,2.85826015418
190,14,left,easy,0,,1.23524662106,2.02408877932,3.01274004722
191,14,left,hard,1,838.0,1.29637091364,2.85569076302,3.74393620038
192,14,neutral,hard,1,1341.0,0.669427202434,-1.24629619461,0.689137200608
193,14,right,hard,0,809.0,2.76368395373,-0.528801997303,1.04531937766
194,14,right,easy,0,811.0,5.13180417143,4.33691272159,7.81770501091
195,14,left,hard,1,873.0,-0.0988693757402,2.16852247997,-1.82839412167
196,14,left,easy,1,873.0,-1.53226924995,-2.90645806646,-2.97763466543
197,14,neutral,easy,1,1126.0,-0.723590289779,-1.24546163598,-0.43813412419
198,14,neutral,easy,1,1128.0,-0.16990591999,-1.84701042329,-1.61237808782
199,14,neutral,hard,0,820.0,2.63426007797,-0.259437881168,0.167247457147
200,14,right,hard,0,720.0,0.470533845518,0.278086632045,0.0356480064186
201,14,neutral,hard,1,623.0,1.17541902261,1.23208930963,0.105917293396
202,14,neutral,hard,1,888.0,0.100810540684,1.43210072534,0.969781223646
203,14,left,hard,1,907.0,0.137567816857,0.209680027562,-1.23800888562
204,14,neutral,hard,1,708.0,0.381694408364,1.38564008164,3.98469073107
205,14,neutral,hard,0,1021.0,1.19053402739,3.97542489176,4.95135558924
206,14,left,easy,1,844.0,-1.46968839511,-0.0531425468542,0.787540135908
207,14,neutral,hard,1,954.0,-2.73529012744,-2.74596106588,-1.03171952177
208,14,left,hard,0,1021.0,-0.491556517598,-0.0889702027103,-0.393586402476
209,14,neutral,easy,1,706.0,-2.62492129362,0.924216750427,-0.646825289336
210,14,right,easy,1,720.0,0.193433208861,-0.617642182902,-0.237070591247
211,14,right,easy,1,861.0,-1.12869538183,-1.78991508748,-2.43479763843
212,14,neutral,hard,1,1073.0,1.04597888625,-1.04176997623,0.971525697163
213,14,neutral,hard,0,1110.0,-0.0418764725217,-1.46049877695,0.765658630785
214,14,neutral,easy,1,706.0,-1.19554697324,0.177734468142,-1.32052206704
215,14,right,easy,1,810.0,-0.628484799745,-1.97582592105,-1.43753517695
216,14,neutral,hard,1,1062.0,1.18836322034,-0.728275474195,-0.132038033731
217,14,neutral,easy,1,708.0,0.335872995593,-1.83286105599,-0.420207488795
218,14,neutral,hard,1,928.0,1.08149703369,-2.04554487392,-0.491773873012
219,14,neutral,easy,1,909.0,1.09809087584,-0.0971495101613,0.221055285013
220,14,neutral,easy,1,821.0,0.049284349983,0.804804136263,2.49667817019
221,14,left,easy,1,806.0,1.09747006169,-0.432292150432,1.84017898201
222,14,right,hard,1,957.0,3.38283461149,-0.507323732249,3.39173647019
223,14,left,hard,1,806.0,2.54584355279,1.74795314843,3.59091043444
224,14,left,hard,1,791.0,0.345930886571,1.88564061507,1.54789810543
225,14,neutral,easy,0,971.0,-0.566500600766,0.822387296521,-1.02094345267
226,14,neutral,easy,1,744.0,-1.06968978519,2.51280186313,1.55487942452
227,14,neutral,hard,0,,-4.43562614538,3.30736641398,0.104815375819
228,14,neutral,easy,1,756.0,-1.26136268222,0.926057568904,-0.92846869744
229,14,right,hard,1,827.0,-1.46808765099,1.15442335175,0.241415920465
230,14,neutral,hard,1,772.0,-2.27121550135,1.34804711513,1.86878564249
231,14,neutral,easy,1,822.0,0.0598003553891,0.387160832054,1.39479084162
232,14,neutral,easy,1,1071.0,1.37634223338,-2.59377310421,-2.8240340353
233,14,left,hard,0,1059.0,0.824604064557,-2.43380195704,0.576644115557
234,14,neutral,hard,1,723.0,-0.908902383755,-3.81813154281,-2.05461140146
235,14,neutral,hard,0,990.0,2.03465393738,-0.658670678833,0.48967538046
236,14,left,easy,0,758.0,1.5944078446,1.0526526575,3.43720763745
237,14,neutral,easy,1,1145.0,2.0025934398,-1.56344469154,2.23934559704
238,14,neutral,hard,0,1306.0,-0.962008868411,-0.00502670194196,0.13551740833
239,14,neutral,easy,1,990.0,-0.492538076465,1.31364390121,1.88085705992
240,14,neutral,hard,1,854.0,0.613383378545,0.558259878293,1.25082821167
241,14,neutral,easy,1,837.0,0.0566220848929,-1.6484149556,-0.278244649019
242,14,neutral,hard,1,994.0,-1.61863813286,-2.10533923561,0.790168650722
243,14,left,easy,1,827.0,-0.17091762481,-1.13844700163,0.595865250345
244,14,right,hard,1,959.0,-2.99707415576,-1.12753170332,-0.114420692761
245,14,right,easy,1,1005.0,-1.78341284319,-0.653055945128,-1.49914710164
246,14,right,hard,0,839.0,-0.826757372476,0.332959505276,-0.966495251269
247,14,neutral,easy,1,944.0,1.28407134982,2.30664358349,-0.227996440257
248,14,neutral,hard,0,,3.70963585014,4.87429621128,1.61973928768
249,14,right,easy,1,787.0,1.86628159992,5.14425930494,4.01233992922
250,14,neutral,easy,1,959.0,-0.643704916197,3.29883201493,0.641824257865
251,14,right,easy,0,1143.0,2.19356303973,2.88052565666,0.761574944356
252,14,neutral,easy,1,1295.0,0.131421664192,1.07001761716,-0.0907666210515
253,14,right,hard,1,789.0,-2.28224507472,-4.09433021121,-4.0983731811
254,14,right,hard,0,921.0,0.548810312605,-0.691746959544,2.64680521267
255,14,left,easy,1,895.0,-0.972171864571,1.01234315657,1.92683157744
256,14,neutral,easy,1,1038.0,0.37453938551,1.89829776698,1.42658562996
257,14,neutral,easy,1,708.0,0.0246716990469,0.889459138887,-0.24953285728
258,14,right,easy,0,921.0,1.61710190793,0.606450593994,-2.29993848155
259,14,left,easy,1,858.0,0.347827520733,-0.986766826768,-0.718769234153
260,14,right,easy,1,1128.0,-4.29960316368,0.391963995034,-1.74164142849
261,14,right,hard,0,792.0,-1.75214664029,-0.571965550466,-1.68556366635
262,14,neutral,easy,1,741.0,0.0685300491228,-0.594396221057,-0.153817348847
263,14,right,hard,0,1076.0,1.37453117818,0.0645839801191,-1.86527521961
264,14,left,easy,1,727.0,1.07118062957,-0.571892434439,0.0332069162912
265,14,neutral,hard,1,606.0,-0.863109357628,2.01605878009,2.46178504949
266,14,right,hard,1,720.0,-2.48156048102,0.503292874489,1.43057702453
267,14,right,easy,1,623.0,-0.345761808832,2.02292265738,2.76416175116
268,14,neutral,easy,1,723.0,-0.658698123499,3.87484037284,2.82626598461
269,14,left,hard,1,861.0,-0.292746814869,0.46772409698,-2.05099511756
270,14,right,hard,0,827.0,-2.77442041528,-0.384742410547,-2.31761491065
271,14,left,easy,1,820.0,0.696828940846,1.71905490886,-1.23118130169
272,14,right,hard,0,653.0,-1.89288325354,1.76226466001,-1.10147112295
273,14,right,easy,1,808.0,1.62965190578,-1.22158750506,-2.92340699458
274,14,neutral,hard,1,938.0,-0.346521656518,-1.75695326596,-0.0838128321609
275,14,right,easy,1,890.0,-0.46919216598,-1.93515872547,-2.25230338979
276,14,right,easy,1,759.0,-0.122333071253,0.0361442865065,2.50347078603
277,14,right,hard,1,821.0,2.38099494017,2.05900557688,4.68741745829
278,14,neutral,hard,1,787.0,0.611224407331,-0.416045893062,0.825689275272
279,14,neutral,easy,1,725.0,2.13321826104,1.21368757625,1.98889760695
280,14,left,hard,1,1145.0,-0.791232121471,1.8820564432,1.53625685093
281,14,neutral,easy,0,658.0,1.3794786653,-1.34561762056,-0.399918280632
282,14,left,easy,1,710.0,0.308049826082,0.28316431936,-0.141791615665
283,14,left,hard,1,660.0,2.56544716492,-0.999504836625,-0.388656845474
284,14,neutral,hard,1,675.0,1.10086827593,-1.26782739102,-0.448022113221
285,14,neutral,easy,0,911.0,2.24667850264,0.362999596242,0.242593927258
286,14,left,hard,1,610.0,1.98383096398,-0.797785297464,-1.45677290136
287,14,right,easy,1,806.0,-0.300275737847,-3.67193252427,-0.735571974595
288,14,neutral,easy,1,720.0,2.34508812567,-0.407639227647,-0.123064686189
289,14,right,easy,1,1128.0,-4.04155675745,0.086974187683,-0.798646346143
290,14,neutral,easy,1,804.0,-3.97527535626,0.281653327588,-0.566013068934
291,14,left,easy,1,911.0,-1.7085281833,3.9690865433,2.44590279101
292,14,neutral,easy,0,1239.0,1.75538585131,2.05449487283,1.15657937796
293,14,right,easy,0,873.0,0.0165171237072,0.769369718712,-1.31159063573
294,14,neutral,hard,1,994.0,-2.66533277933,0.861097812194,-1.79749955832
295,14,left,hard,1,890.0,-4.06307471021,1.48202960125,0.837003316274
296,14,right,easy,1,855.0,0.840422538305,-0.172901794615,-0.490714114541
297,14,neutral,easy,1,873.0,2.90092869158,1.20621030338,1.86957114373
298,14,left,hard,1,973.0,1.74832621284,-1.90032650647,0.389744211259
299,14,neutral,hard,0,842.0,-1.01713040968,-3.1074717399,0.533637958363
300,14,neutral,hard,0,887.0,1.40330719233,-3.5312513419,-1.58425996201
301,14,neutral,hard,1,873.0,-1.00929869365,-0.482409037316,-0.974035066544
302,14,right,easy,1,710.0,1.25986071842,-1.09146924718,-1.1293332912
303,14,neutral,hard,1,775.0,-0.581158823236,-0.734009980692,0.275397434142
304,14,right,hard,1,671.0,-0.283916743989,1.00273862832,-1.00296788989
305,14,neutral,hard,1,656.0,-1.58068548617,0.745750683799,-0.548950814177
306,14,left,hard,1,1129.0,0.556514109444,2.19234516514,3.74144245483
307,14,left,easy,1,976.0,-1.02315652563,0.261465629838,2.40031089629
308,14,right,hard,0,971.0,2.23792555512,1.26351901225,1.60714056656
309,14,right,easy,0,1045.0,2.6675025549,1.31641320585,1.1710169471
310,14,neutral,hard,1,1104.0,0.613376974135,-0.0262639845098,3.05307233915
311,14,left,hard,0,577.0,0.206239538706,0.219425059786,-0.291001387529
312,14,neutral,hard,1,744.0,1.72581511776,0.482866399,-0.740851406169
313,14,left,hard,0,838.0,2.43622673997,1.90331064395,-0.406193463264
314,14,neutral,hard,1,675.0,-2.59757847102,-0.55495027467,0.69892048022
315,14,neutral,easy,1,723.0,-1.77052520816,-1.20703637785,-0.658682535875
316,14,left,easy,1,888.0,-3.08130839418,-0.622384462995,-3.44172871413
317,14,left,easy,1,804.0,3.03414091738,1.18735672871,0.340994231756
318,14,left,hard,0,821.0,0.366489242661,-1.03512831526,-0.583104302815
319,14,neutral,hard,0,924.0,1.34278690181,-0.174522574904,-2.64680295881
320,14,right,easy,1,909.0,-0.40557489062,0.676912696934,-1.52300014515
321,14,neutral,hard,0,937.0,-1.27111627236,0.201485156624,0.178085515951
322,14,right,hard,1,890.0,-1.75519726619,-0.471224276313,-0.783229898227
323,14,right,hard,1,1071.0,1.15287884811,0.777179937224,1.37263760203
324,14,neutral,hard,1,1039.0,0.812529095893,-0.528383671037,-0.453446611788
325,14,neutral,hard,1,841.0,0.0124057878872,1.07205106775,-2.76571388911
326,14,right,easy,1,794.0,0.305958148313,0.437259201614,-1.48048438446
327,14,left,easy,0,,0.281686891622,-1.33543135449,0.591662283689
328,14,left,easy,1,841.0,-1.7491812189,-0.525773434346,-1.43317216236
329,14,left,hard,0,1007.0,-2.2195533823,0.206425493421,0.211976891431
330,14,right,hard,1,806.0,-2.28792586825,-1.64174548931,-1.64997183658
331,14,neutral,easy,0,677.0,-1.77239163426,0.18950408055,0.674365124919
332,14,left,easy,1,705.0,0.786635486834,1.55716484244,0.649533540846
333,14,neutral,easy,1,727.0,1.55987620515,1.71407346596,2.66609948629
334,14,neutral,easy,1,707.0,-0.952584746735,-1.58360111499,-1.23858410762
335,14,left,easy,1,758.0,1.56726930499,-0.648166096569,1.22774672292
336,14,neutral,hard,0,1094.0,1.52669872193,-0.826725731434,0.668995222055
337,14,neutral,easy,1,825.0,2.63227717489,0.670150911464,0.528430528483
338,14,left,hard,1,1058.0,0.0779579796526,1.75465072662,2.15677737993
339,14,neutral,hard,0,1295.0,2.46075651743,1.07315116127,0.951925939309
340,14,left,hard,1,959.0,2.51392191862,2.32109815194,3.06215336743
341,14,neutral,easy,1,978.0,0.929087240121,0.460110525681,-0.904546180997
342,14,left,hard,1,878.0,2.79118007679,1.86160781537,-1.05174776149
343,14,neutral,easy,1,907.0,-0.754040990134,-3.12511201628,-5.21086178294
344,14,neutral,hard,0,1229.0,-1.36550167803,-2.28924166279,-3.52004330715
345,14,neutral,easy,1,1161.0,-0.0255593294395,0.284031270772,0.00714834603721
346,14,neutral,easy,0,1491.0,-0.985565026226,1.0322024222,-0.423317034569
347,14,left,hard,0,826.0,1.46368156394,1.63347207204,1.65697578763
348,14,left,easy,0,942.0,-0.496198192038,-0.500732115163,1.94119605782
349,14,neutral,easy,1,823.0,1.66171358755,0.827889779349,0.781635751713
350,14,left,easy,1,927.0,1.14427749852,-0.264818794587,1.31533716407
351,14,right,hard,1,736.0,0.571201108323,-0.169991161993,-0.295906995695
352,14,neutral,hard,1,653.0,-0.18394768671,-0.530846433678,-0.381582830052
353,14,neutral,easy,1,1255.0,-0.6227260784,1.63546023782,0.59038201606
354,14,right,hard,1,1009.0,-2.23545307484,-0.787473550396,-0.220196417602
355,14,neutral,hard,1,744.0,-1.23251542506,-0.103058217472,-0.0141950145479
356,14,left,easy,1,837.0,0.30889304171,1.41950831751,1.41572816052
357,14,neutral,hard,0,1422.0,-1.13532809257,-0.320285284914,-0.0519865895286
